@relation pima_diabetes
@attribute '规则0' numeric
@attribute '规则1' numeric
@attribute '规则2' numeric
@attribute '规则3' numeric
@attribute '规则4' numeric
@attribute '规则5' numeric
@attribute '规则6' numeric
@attribute '规则7' numeric
@attribute '规则8' numeric
@attribute '规则9' numeric
@attribute '规则10' numeric
@attribute '规则11' numeric
@attribute '规则12' numeric
@attribute '规则13' numeric
@attribute '规则14' numeric
@attribute '规则15' numeric
@attribute '规则16' numeric
@attribute '规则17' numeric
@attribute '规则18' numeric
@attribute '规则19' numeric
@attribute '规则20' numeric
@attribute '规则21' numeric
@attribute '规则22' numeric
@attribute '规则23' numeric
@attribute '规则24' numeric
@attribute '规则25' numeric
@attribute '规则26' numeric
@attribute '规则27' numeric
@attribute '规则28' numeric
@attribute '规则29' numeric
@attribute '规则30' numeric
@attribute '规则31' numeric
@attribute '规则32' numeric
@attribute '规则33' numeric
@attribute '规则34' numeric
@attribute '规则35' numeric
@attribute '规则36' numeric
@attribute '规则37' numeric
@attribute '规则38' numeric
@attribute '规则39' numeric
@attribute '规则40' numeric
@attribute '规则41' numeric
@attribute '规则42' numeric
@attribute '规则43' numeric
@attribute '规则44' numeric
@attribute '规则45' numeric
@attribute '规则46' numeric
@attribute '规则47' numeric
@attribute '规则48' numeric
@attribute '规则49' numeric
@attribute '规则50' numeric
@attribute '规则51' numeric
@attribute '规则52' numeric
@attribute '规则53' numeric
@attribute '规则54' numeric
@attribute '规则55' numeric
@attribute '规则56' numeric
@attribute '规则57' numeric
@attribute '规则58' numeric
@attribute '规则59' numeric
@attribute '规则60' numeric
@attribute '规则61' numeric
@attribute '规则62' numeric
@attribute '规则63' numeric
@attribute '规则64' numeric
@attribute '规则65' numeric
@attribute '规则66' numeric
@attribute '规则67' numeric
@attribute '规则68' numeric
@attribute '规则69' numeric
@attribute '规则70' numeric
@attribute '规则71' numeric
@attribute '规则72' numeric
@attribute '规则73' numeric
@attribute '规则74' numeric
@attribute '规则75' numeric
@attribute '规则76' numeric
@attribute '规则77' numeric
@attribute '规则78' numeric
@attribute '规则79' numeric
@attribute '规则80' numeric
@attribute '规则81' numeric
@attribute '规则82' numeric
@attribute '规则83' numeric
@attribute '规则84' numeric
@attribute '规则85' numeric
@attribute '规则86' numeric
@attribute '规则87' numeric
@attribute '规则88' numeric
@attribute '规则89' numeric
@attribute '规则90' numeric
@attribute '规则91' numeric
@attribute '规则92' numeric
@attribute '规则93' numeric
@attribute '规则94' numeric
@attribute '规则95' numeric
@attribute '规则96' numeric
@attribute '规则97' numeric
@attribute '规则98' numeric
@attribute '规则99' numeric
@attribute '规则100' numeric
@data
0.002913,0.001578,0.000971,0.001335,0.002549,0.00085,0.002549,0.00085,0.001578,0.000728,0.001456,0.000607,0.000971,0.000364,0.001335,0.001214,0.000243,0.001456,0.00093,0.000728,0.000372,0.000971,0.000485,0.000121,0.000121,0.000579,0.000243,0.000186,0.000364,0.000607,0.000364,0.001456,0.000243,0.000186,0.000607,0.000728,0.000485,0.000485,0.000971,0.000364,0.000364,0.000364,0.000243,9.40E-05,0.000243,0.000121,0.000744,0,0.000434,0.000607,0.000121,0,0.001335,0.000243,0,0.000364,0.000971,0,0,0,0.000971,0.000243,0.000121,0.000289,0.000121,0.000364,0.000141,0,0.000121,0,0.000176,0,0.000182,0.000188,0.00014,0.000165,0.000186,0,0.000118,0,0,0.000364,0.000243,0,0.000289,0.00075,0,0,0.000139,0,0,0,0,0.000162,0.00302,0.000485,0.004455,0.00092,0,0,succ
0.00337,0.002022,0.002696,0.001011,0.001348,0.000674,0.001348,0.001685,0.000674,0.000337,0.000674,0.001011,0.000337,0.001348,0.000337,0.000674,0.001348,0.001278,0.000376,7.50E-05,7.50E-05,0.001011,0.000337,0.000337,0.000674,7.50E-05,0.000355,0.000674,0.000337,0.000674,0.001685,0.001348,7.50E-05,0.000674,0.000451,0.000674,0.00015,0.001685,0.000526,0.000337,0.000337,0.000752,0.001011,0.000162,7.50E-05,0.000376,0.000444,0.000112,0.000121,0.001011,0.000674,0.001686,0.000376,0.001348,0.000119,0.000337,0.000337,0.000535,0.001006,4.40E-05,0.000301,0.000674,7.50E-05,0.000105,0.00015,0.000674,0,0.000166,7.50E-05,0.000875,0.000875,0,9.60E-05,0.000337,0.000178,0.000112,9.30E-05,0,0.00015,0,0.00011,0.000337,7.50E-05,0.001772,0.000105,0.000256,0.002685,0,4.40E-05,0.001668,0.002527,0.002527,4.00E-05,0.000189,0,0.001011,0,0.001471,0.000166,0.000604,unsucc
0.001112,0.001529,0.001529,0.000973,0.000834,0.000556,0.001251,0.000973,0.001112,0.000695,0.000556,0.000139,0.000973,0.000139,0.000973,0.000417,0.001251,0.000973,0.000139,0.000417,0.00012,0.000695,0.000834,0.000139,0.000139,0.000139,0.000139,0.000171,0.000556,0.000417,0.000139,0.000139,0.000171,0.000278,0.000278,0.000417,0.000417,0.000139,0.001112,0.000139,0.001542,0.000139,0.000973,0.000583,0.000834,0.000139,0.000556,0,0,0.000278,0.000278,0,0.000556,0.000139,0,0.000417,0.000417,0,0,0,0.000834,0.000278,0.00012,0.00035,0.000278,0.000171,0,0,0.000139,0,0,0,0,0.000167,0.000139,0.000138,0,0,0.000138,0,0,0.000556,0.00012,0,0.00035,0,0,0,0.000139,0,0,0,0,0,0,0.000278,0,0,0,0,succ
0.002574,0.003236,0.000735,0.000809,0.000441,0.00125,0.000221,0.00103,0.000441,0.000368,0.001618,7.40E-05,0.000221,0.000147,0.000368,0.000515,0.000883,0.000883,0.000294,0.002059,0.000735,0.000588,0.000294,7.40E-05,0.000195,0.000368,0.000147,0.000441,0.001177,0.000588,0.000441,0.000368,0.00125,0.000221,0.000294,0.000809,0.001177,0.000515,0.000147,0.0012,7.40E-05,0.000368,0.000147,0.000391,7.40E-05,0.000147,7.40E-05,0.000166,0.000294,0.000515,7.40E-05,0,7.40E-05,0.000294,0.000119,0.000221,0.000441,0.000535,0.001006,4.40E-05,9.80E-05,0.000221,0.000221,0.000147,0.000883,0.000195,0,0.000166,0.000147,0.000875,0.000875,0,9.60E-05,0.000147,0.000195,0.000215,0.000166,0,0.000114,0,0.00011,7.40E-05,7.40E-05,0.001772,0.000147,0.000256,0.002685,0,4.40E-05,0.001668,0.002527,0.002527,0,4.40E-05,0,0.000221,0,0.001471,0.000166,0.000604,unsucc
0.004223,0.001877,0.002919,0.003754,0.00073,0.000521,0.00073,0.000209,0.000417,0.001668,0.000417,0.000313,0.000938,0.000626,0.00127,0.000987,0.000834,0.000626,0.000417,0.000834,0.000104,0.001355,0.000417,0.000521,0.000626,0.000282,0.000521,0.000313,0.000626,0.000313,0.000834,0.000417,0.00073,0.000521,0.001043,0.000834,0.00073,0.000209,0.000626,0.000521,0.000626,0.000834,0.000938,0.000256,0.000417,0.000521,0.000423,8.90E-05,0.000521,0.000417,0.000104,0,0.000417,0.000104,0,0.001355,0.000313,0,0,0,0.000417,0.000423,0.000104,8.50E-05,0.000104,0.000313,0,8.90E-05,0.000313,8.90E-05,0,0,9.60E-05,0.000209,0.000389,0,8.90E-05,0,0,0,0.00011,0.000521,0.000104,0.001772,0.001772,0,0,0,0.002074,0.001668,0,0,0,0.00044,0,0.000104,0,0,0.001564,0,unsucc
0.003661,0.002046,0.000646,0.0014,0.002261,0.0014,0.000861,0.000538,0.000431,0.000323,0.001723,0.000646,0.000646,0.000861,0.000861,0.001184,0.000969,0.000323,0.000431,0.000323,0.000861,0.000754,0.000646,0.000108,0.0014,0.000538,0.000323,0.000431,0.000754,0.000323,0.000431,0.001077,0.001292,0.000431,0.000323,0.000323,0.001292,0.000538,0.000108,0.001292,0.000538,0.000215,0.000646,0.000215,0.000108,0.000108,0.000108,0,0.000323,0.000215,0.000431,0,0.000646,0.000646,0,0.000754,0.000108,0,0,0,0.000646,0.000108,0.000215,0.000176,0.000662,0.000108,0.000141,0,0.000323,0,0.000176,0,0,0.000108,0.000171,0.000138,0,0,0.000118,0,0,0.000323,0.000215,0,0.000176,0,0,0,0.000139,0,0,0,0,0.000613,0,0.000538,0.004455,0,0,0,succ
0.002871,0.001881,0.001485,0.001188,0.001782,0.000792,0.000891,0.000792,0.00198,0.000297,0.000297,0.000693,0.000495,0.000198,0.000792,0.000396,0.000495,0.000297,0.001089,0.000396,0.000472,0.000495,0.000198,9.90E-05,0.000189,0.000472,9.90E-05,0.000283,0.000396,0.000495,9.90E-05,0.000792,0.000396,0.000189,0.000297,0.000198,0.000693,0.00099,0.000792,0.000693,0.000594,9.90E-05,0.000594,0.000191,0.000198,0.000378,0.000189,8.90E-05,9.40E-05,0.000396,9.90E-05,0,0.000693,0.000693,0.000119,9.90E-05,9.90E-05,0.000535,0,0,0.000566,0.000198,9.40E-05,9.40E-05,0.000198,0.000198,0,8.90E-05,9.90E-05,8.90E-05,0,0,9.60E-05,9.90E-05,0.001287,0.000151,8.90E-05,0,0,0,0.00011,9.40E-05,0.000151,0.001772,9.40E-05,0.002473,0,0,8.70E-05,0.001668,0,0,0,8.20E-05,0,0.000495,0,0,0.001564,0.000604,unsucc
0.001762,0.000705,0.002467,0.003201,0.000352,0.000705,0.000705,0.000352,0.000352,0.000705,0.000696,0.000352,0.001057,0.001762,0.001762,0.000352,0.000352,0.000705,0.000352,0.001057,0.000417,0.001409,0.000352,0.000352,0.000352,0.000139,0.000187,0.000352,0.000705,0.000139,0.000139,0.000417,0.000352,0.000705,0.000352,0.000352,0.000352,0.000557,0.000352,0.000352,0.000974,0.000705,0.000278,0.000118,0.000282,0.001409,0.000139,0,0.000103,0.001057,0.000352,0,0.001799,0.000417,0,0.001409,0.001762,0,0,0,0.001799,0.001799,0.000352,0.000141,0.000278,0.000139,0.000141,0,0.000139,0,0,0,0,0.000137,0.000187,0.000138,0,0,0.000118,0,0,0.000278,0.000139,0,0.000141,0,0,0,0.000139,0,0,0,0,0,0,0.000278,0,0,0,0,succ
0.001766,0.002119,0.002649,0.000353,0.00053,0.00106,0.00053,0.001413,0.00106,0.00053,0.000353,0.000353,0.000353,0.001236,0.00159,0.001943,0.000353,0.000883,0.000177,0.000353,0.000861,0.00053,0.00106,0.00053,0.00053,0.000538,0.000353,0.000177,0.000177,0.001413,0.002119,0.001077,0.000177,0.00053,0.00053,0.001943,0.001292,0.000177,0.00053,0.001292,0.000353,0.001236,0.00053,0.000215,0.000177,0.000108,0.000108,0,0.000323,0.00159,0.000177,0,0.000353,0.000177,0,0.000706,0.000353,0,0,0,0.000646,0.000108,0.000215,0.000176,0.000883,0.000353,0.000141,0,0.000323,0,0.000176,0,0,0.000108,0.000171,0.000138,0,0,0.000118,0,0,0.000353,0.000177,0,0.000176,0,0,0,0.000139,0,0,0,0,0.000613,0,0.000538,0.004455,0,0,0,succ
0.001962,0.001784,8.90E-05,0.002141,0.000892,0.000357,0.000892,8.90E-05,0.000357,0.003389,0.002528,0.000178,0.000535,0.001605,0.000389,0.000535,0.001427,0.001249,0.000178,0.000178,8.90E-05,0.001427,0.001605,8.90E-05,0.000535,0.000535,0.000714,0.000892,0.000714,0.000907,0.000535,0.000178,0.000454,0.000714,0.000357,0.000535,8.90E-05,8.90E-05,0.000357,0.000535,0.000454,0.000324,8.90E-05,0.000256,0.000178,0.000357,0.000153,8.90E-05,0.000714,0.000178,0.000178,0,0.000178,8.90E-05,0,0.000357,0.000178,0,0,0,0.000583,0.000194,0.000357,8.50E-05,8.90E-05,0.000892,0,8.90E-05,0.000535,8.90E-05,0,0,9.60E-05,0.000178,0.000389,0,8.90E-05,0,0,0,0.00011,0.000454,6.50E-05,0,8.50E-05,0,0,0,0.002074,0,0,0,0,0.00044,0,0.000178,0,0,8.90E-05,0,unsucc
0.001436,0.001915,0.000718,0.001197,0.001436,0.000718,0.001675,0.000957,0.001197,0.000479,0.001197,0.000718,0.00012,0.001077,0.000239,0.000359,0.001077,0.000239,0.000957,0.001077,0.00012,0.001077,0.000359,0.000239,0.000276,0.00012,0.000359,0.000239,0.000359,0.000359,0.000479,0.000479,0.000957,0.00012,0.000598,0.000598,0.000479,0.00012,0.000479,0.000239,0.000479,0.00012,0.000718,0.000583,0.00012,0.000276,0.00012,0,0,0.000838,0.00012,0,0.001077,0.000276,0,0.000239,0.000479,0,0,0,0.000479,0.000359,0.00012,0.00035,0.000276,0.00012,0,0,0.000138,0,0,0,0,0.000233,0.000138,0.000138,0,0,0.000138,0,0,0.00012,0.00012,0,0.00035,0,0,0,0,0,0,0,0,0,0,0.000718,0,0,0,0,succ
0.001591,0.002894,0.001736,0.000868,0.002459,0.001447,0.001447,0.001157,0.002025,0.000289,0.001447,0.000723,0.000579,0.000868,0.000868,0.000868,0.001591,0.001591,0.000579,0.001013,0.000579,0.000723,0.000723,0.000156,0.001093,0.000579,0.000289,0.000145,0.000579,0.001013,0.000156,0.000434,0.000579,0.000145,0.001013,0.000723,0.000156,0.000289,0.000579,0.000868,0.000289,0.000289,0.000579,9.40E-05,0.000156,0.000289,0.000145,0,0.000434,0.000868,0.000283,0,0.001302,0.001302,0,0.000434,0.000723,0,0,0,0.000434,0.000145,0.000723,0.000289,0.000723,0.000289,0.000141,0,0.000434,0,0.000176,0,0.000182,0.000188,0.000156,0.000165,0,0,0.000118,0,0,0.001013,0.000145,0,0.000289,0.00075,0,0,0.000139,0,0,0,0,0.000162,0.00302,0.000781,0.004455,0.00092,0,0,succ
0.004695,0.001776,0.002538,0.002792,0.002284,0.001015,0.002284,0.000888,0.000761,0.001142,0.003172,0.000888,0.001396,0.000761,0.000888,0.00165,0.000254,0.000381,0.000634,0.001776,0.000652,0.001523,0.001015,0.000127,0.000381,0.000652,0.000127,0.000127,0.000254,0.000888,0.000133,0.000508,0.001523,0.000254,0.001903,0.000254,0.00165,0.000888,0.000381,0.001903,0.000508,0.000761,0.000888,0.000261,0.000254,0.000254,0.001015,0,0.000663,0.000508,0.000381,0,0.001015,0.000508,0,0.000254,0.000133,0,0,0,0.000381,0.000888,0.000254,0.000107,0.000381,0.000127,0.000141,0,0.000214,0,0.000176,0,0.000182,0.000127,0.000265,0.000165,0,0,0.000118,0,0,0.000127,0.000254,0,0.000107,0.00075,0,0,0.000139,0,0,0,0,0.000214,0,0.000127,0.004455,0.00092,0,0,succ
0.00368,0.001887,0.000849,0.002737,0.002737,0.000377,0.001321,0.000566,0.000661,0.001227,0.000755,0.000283,0.000944,0.001321,0.001699,0.001132,0.00151,0.000944,0.001887,0.000377,0.000661,0.000661,0.001132,0.000377,9.40E-05,0.000944,0.000566,0.000283,0.000324,0.000472,0.000376,9.40E-05,0.000189,0.000189,0.001415,0.000377,0.000189,0.000283,0.000566,0.001321,0.000566,9.40E-05,0.000188,9.40E-05,0.000376,9.40E-05,0.000188,0,9.40E-05,0.000566,0.000283,0,0.000661,0.000566,0,0.000377,0.000189,0,0,0,0.000377,0.000283,9.40E-05,0.000107,0.000189,0.000377,0.000141,0,9.40E-05,0,0.000176,0,0.000182,0.000188,0.000189,0.000165,0,0,0.000118,0,0,0.000189,0.000283,0,0.000107,0.00075,0,0,0.000139,0,0,0,0,0.000162,0.00302,9.40E-05,0.004455,0.00092,0,0,succ
0.00282,0.001504,0.00282,0.00188,0.002068,0.000376,0.000376,0.000752,0.000752,0.000564,0.001128,0.000188,0.000376,0.001128,0.00094,0.00094,0.000376,0.00094,0.00094,0.000752,0.000652,0.001128,0.001128,0.000752,0.000188,0.000188,0.000564,0.000324,0.000324,0.001128,0.000376,0.000752,0.00094,0.001128,0.000376,0.000752,0.000564,0.00094,0.001316,0.000487,0.000188,0.000564,0.000188,0.000261,0.000376,0.000649,0.000188,0,0.000663,0.000752,0.000376,0,0.000188,0.000188,0,0.000188,0.000564,0,0,0,0.00094,0.000888,0.000254,0.000107,0.000564,0.000188,0.000141,0,0.000188,0,0.000176,0,0.000182,0.000188,0.000188,0.000165,0,0,0.000118,0,0,0.000564,0.000254,0,0.000107,0.00075,0,0,0.000139,0,0,0,0,0.000162,0,0.000162,0.004455,0.00092,0,0,succ
0.001434,0.001956,0.000261,0.000782,0.001043,0.001043,0.000782,0.001043,0.000261,0.00013,0.000782,0.000652,0.00013,0.000391,0.000782,0.00013,0.000782,0.001173,0.000391,0.00013,0.000652,0.000782,0.00013,0.000261,0.000261,0.000652,0.000652,0.00075,0.000522,0.000261,0.000261,0.00013,0.000391,0.000261,0.000782,0.00013,0.000391,0.001043,0.000782,0.000261,0.000261,0.000522,0.000261,0.000261,0.000391,0.000165,0.000782,0,0.000261,0.000522,0.000391,0,0.000652,0.000652,0,0.000652,0.000522,0,0,0,0.000107,0.00013,0.000391,0.000107,0.000522,0.00013,0.000141,0,0.000214,0,0.000176,0,0.000182,0.000391,0.000165,0.000165,0,0,0.000118,0,0,0.000429,0.00013,0,0.000107,0.00075,0,0,0.000139,0,0,0,0,0.000214,0,0.000107,0.004455,0.00092,0,0,succ
0.002271,0.000649,0.000811,0.000649,0.001298,0.001135,0.000487,0.000973,0.000649,0.000487,0.000811,0.000973,0.000162,0.000811,0.000324,0.000487,0.000162,0.000649,0.000811,0.000162,0.000652,0.000162,0.000973,0.000649,0.000162,0.000324,0.000127,0.000324,0.000324,0.001298,0.000162,0.000162,0.001135,0.000324,0.000324,0.000162,0.000324,0.000162,0.000324,0.000487,0.000649,0.000761,0.000324,0.000261,0.000162,0.000649,0.001015,0,0.000663,0.000162,0.000162,0,0.001135,0.000508,0,0.000254,0.000487,0,0,0,0.000324,0.000888,0.000254,0.000107,0.000162,0.000162,0.000141,0,0.000162,0,0.000176,0,0.000182,0.000127,0.000265,0.000165,0,0,0.000118,0,0,0.000127,0.000254,0,0.000107,0.00075,0,0,0.000139,0,0,0,0,0.000162,0,0.000162,0.004455,0.00092,0,0,succ
0.002919,0.003449,0.000929,0.001061,0.001459,0.001061,0.002255,0.000663,0.000531,0.001459,0.001327,0.000398,0.00013,0.000531,0.000531,0.001857,0.000929,0.000531,0.001061,0.000531,0.000652,0.000796,0.001459,0.000265,0.000261,0.000652,0.000133,0.000133,0.000531,0.000265,0.000133,0.000398,0.000531,0.000261,0.000663,0.000796,0.000133,0.000531,0.000531,0.000531,0.001194,0.000531,0.000133,0.000261,0.000391,0.000133,0.000133,0,0.000663,0.000531,0.000133,0,0.000398,0.000133,0,0.000398,0.000133,0,0,0,0.000398,0.00013,0.000398,0.000107,0.000133,0.00013,0.000141,0,0.000214,0,0.000176,0,0.000182,0.000133,0.000265,0.000165,0,0,0.000118,0,0,0.000531,0.00013,0,0.000107,0.00075,0,0,0.000139,0,0,0,0,0.000214,0,0.000398,0.004455,0.00092,0,0,succ
0.002966,0.000937,0.002498,0.001405,0.001093,0.000468,0.000468,0.000781,0.001249,0.000312,0.000468,0.000312,0.000312,0.000781,0.000468,0.001093,0.000624,0.000468,0.001405,0.000781,0.000661,0.000468,0.000312,0.000156,0.001093,0.000944,0.000566,0.000312,0.000156,0.000468,0.000156,0.000781,0.000312,0.000624,0.000937,0.000156,0.000156,0.000312,0.000312,0.001405,0.000468,0.000624,0.000312,9.40E-05,0.000156,0.000312,0.000468,0,9.40E-05,0.000468,0.000283,0,0.000312,0.000624,0,0.000377,0.000781,0,0,0,0.000468,0.000156,9.40E-05,0.000107,0.000624,0.000377,0.000141,0,0.000312,0,0.000176,0,0.000182,0.000188,0.000156,0.000165,0,0,0.000118,0,0,0.000624,0.000156,0,0.000107,0.00075,0,0,0.000139,0,0,0,0,0.000162,0.00302,0.000781,0.004455,0.00092,0,0,succ
0.001345,0.002959,0.000538,0.001166,0.001345,0.001883,0.000807,0.001435,0.001345,0.000179,9.00E-05,0.000269,0.000269,0.000717,0.000538,0.000628,0.000897,0.000448,0.000558,0.000807,0.000269,0.000448,0.000538,0.000269,0.000179,0.000179,9.00E-05,0.000359,0.000448,0.000897,0.000538,0.000538,0.000269,0.000717,0.000717,0.000628,9.00E-05,0.000359,9.00E-05,0.000538,9.00E-05,0.000269,0.000269,0.000372,0.000186,0.000448,0.000359,8.90E-05,0.000745,0.000538,0.000448,0,0.000269,0.000448,0,0.000628,0.000269,0,0,0,0.000448,0.000179,0.000186,8.20E-05,0.000717,0.000179,0,8.90E-05,0.000179,8.90E-05,0,0,9.60E-05,0.000246,0.000186,9.00E-05,8.90E-05,0,0,0,0.00011,0.000246,0.000179,0.001772,8.20E-05,0,0,0,8.70E-05,0.001668,0,0,0,8.20E-05,0,0.000269,0,0,0.001564,0.002896,unsucc
0.002456,0.002161,0.001473,0.002161,0.001375,0.000982,0.00167,0.000393,0.000688,0.001866,0.000688,0.000393,0.001964,0.007507,0.002259,0.001375,0.001473,0.001179,9.80E-05,0.000589,0.000491,0.000688,0.001179,9.80E-05,9.80E-05,9.30E-05,0.000196,0.000196,0.000295,0.000688,9.80E-05,0.000688,0.000491,0.001532,0.000884,0.00108,9.80E-05,0.000295,0.000295,0.000491,0.000491,0.000196,0.000196,0.000112,0.000766,0.000884,0.000982,0.000112,9.30E-05,0.000295,0.000295,0.001686,0.000393,0.000393,0.000119,9.80E-05,0.000196,0.000535,0.001006,4.40E-05,9.80E-05,0.000295,9.80E-05,0.000147,0.000196,0.001226,0,0.000166,0.000196,0.000875,0.000875,0,9.60E-05,0.000153,9.30E-05,0.000112,9.30E-05,0,0.000114,0,0.00011,0.000196,0.000196,0.001772,0.000147,0.000256,0.002685,0,4.40E-05,0.001668,0.002527,0.002527,0,4.40E-05,0,0.000306,0,0.001471,0.000166,0.000604,unsucc
0.002358,0.003511,0.000996,0.001415,0.001153,0.001415,0.000786,0.001258,0.000786,0.000105,0.001205,0.000367,0.001886,0.000943,0.000943,0.000367,0.000786,0.000367,0.000943,0.000576,0.000419,0.000891,0.000891,0.000262,0.000105,0.000524,0.000367,0.000367,0.000262,0.000891,0.000629,0.000472,0.000472,0.000367,0.000681,0.000996,0.000524,0.00021,0.000681,0.000314,0.000576,0.000576,0.00021,7.60E-05,5.20E-05,0.000105,5.20E-05,0.00015,0.000367,0.000524,0.000157,0.001686,0.000367,0.000314,0.000119,0.000681,0.000314,0.000535,0.001006,4.40E-05,0.000419,0.000141,0.000157,0.000157,0.000105,0.000314,0.003761,0.000166,0.000105,0.000875,0.000875,0.000847,7.60E-05,5.20E-05,0.000524,0.000141,7.60E-05,0.003236,5.20E-05,0.00193,0.003149,0.000262,5.20E-05,0.001772,0.000157,3.90E-05,0.002685,0.001823,3.90E-05,0.001668,0.002527,0.002527,0.002799,0.000141,0,0.000157,0,5.20E-05,0.000166,0.000604,unsucc
0.00367,0.002117,0.000706,0.001412,0.001129,0.001129,0.00127,0.000988,0.000706,0.000282,0.000378,0.000141,0.000706,0.000847,0.00127,0.000988,0.000423,0.000847,0.000423,0.000282,0.001129,0.000423,0.000706,0.000423,0.000141,0.001553,0.000423,0.000141,0.000282,0.000847,0.000706,0.000706,7.60E-05,0.000565,0.000847,0.000565,0.000141,0.000706,0.000282,0.000141,0.000847,0.000141,0.000282,7.60E-05,0.000141,0.000423,0.000706,0.00015,0.000423,0.000282,0.000123,0.001686,0.000141,0.000423,0.000119,0.001129,0.000706,0.000535,0.001006,4.40E-05,0.000282,0.000141,0.000282,0.000282,0.000847,0.000282,0.003761,0.000166,0.000378,0.000875,0.000875,0.000847,7.60E-05,0.000151,7.60E-05,0.000141,7.60E-05,0.003236,0.003236,0.00193,0.003149,0.000141,0.000123,0.001772,0.000282,3.90E-05,0.002685,0.001823,3.90E-05,0.001668,0.002527,0.002527,0.002799,0.000141,0,0.000141,0,0.001471,0.000166,0.000604,unsucc
0.00084,0.001439,0.001319,0.001319,0.00096,0.00096,0.00084,0.001439,0.00096,0.00084,0.00048,0.00024,0.00024,0.00072,0.00048,0.00024,0.0006,0.00048,0.0006,0.00077,0.001694,0.00084,0.00024,0.0006,0.00024,0.00012,0.00108,0.00048,0.0006,0.00024,0.0006,0.00012,0.00012,0.00048,0.00072,0.00048,0.00024,0.00108,0.00072,0.00036,0.00012,0.00048,0.00024,0.002639,0.000154,0.001799,7.70E-05,8.90E-05,0.00024,0.00036,0.001319,0,0.00024,0.00036,0,0.00024,0.00024,0,0,0,0.00024,0.00012,0.00036,8.20E-05,0.00084,0.00072,0,8.90E-05,0.00024,8.90E-05,0,0,9.60E-05,0.00024,0.000186,9.00E-05,8.90E-05,0,0,0,0.00011,0.00048,0.00024,0.001772,8.20E-05,0,0,0,8.70E-05,0.001668,0,0,0,8.20E-05,0,0.00024,0,0,0.001564,0.002896,unsucc
0.002096,0.002859,0.000762,0.002668,0.001334,0.000572,0.000762,0.001525,0.000381,0.00144,0.000576,0.000381,0.000191,0.001334,0.002096,0.000953,0.000191,0.000381,0.000762,0.000191,0.000572,0.000762,0.000191,0.000572,0.000381,0.000762,0.001144,0.000381,0.000191,0.000191,0.000572,0.000381,0.000191,0.000191,0.000191,0.000381,0.000191,0.000191,0.000864,0.000191,0.000191,0.001525,0.000191,0.000131,0.000191,0.000191,0.00018,0,0.000381,0.000572,0.000191,0,0.000381,0.000381,0,0.000381,0.000381,0,0,0.000135,0.000572,0.00027,0.000381,0.00021,0.000953,0.000953,0.000141,0,9.90E-05,0,0.000176,0,0.000182,0.000131,0.001152,9.90E-05,0.000186,0,0.000118,0,0,0.000191,0.000288,0,0.00021,0.00075,0,0,0.000139,0,0,0,0,0.000162,0.000719,0.000191,0.004455,0.00092,0,0,succ
0.00165,0.003181,0.000825,0.001178,0.00165,0.001414,0.001767,0.001178,0.00106,0.000118,0.000825,0.000589,0.001178,0.000118,0.001178,0.001414,0.001296,0.000825,0.00271,0.000943,0.001296,0.000943,0.000707,0.000139,0.000707,0.000943,0.000236,0.000118,0.000236,0.000471,0.000118,0.000707,0.000236,0.000118,0.001178,0.000353,0.000199,0.000236,0.000707,0.000589,0.001414,0.001885,0.000236,0.000118,0.000236,0.000471,0.000118,0,0.000236,0.00106,0.000236,0,0.000707,0.000353,0,0.000236,0.000707,0,0,0,0.001414,0.000118,0.000236,0.000118,0.000118,0.000118,0,0,0.000118,0,0,0,0,0.000167,0.000118,0.000138,0,0,0.000118,0,0,0.000707,0.000353,0,0.000118,0,0,0,0.000139,0,0,0,0,0,0,0.000353,0,0,0,0,succ
0.003868,0.001612,0.002149,0.001397,0.001934,0.001289,0.001289,0.002256,0.000967,0.001612,0.000215,0.000215,0.000537,0.001934,0.000322,0.001397,0.000215,0.000537,0.000645,0.000645,0.000215,0.000537,0.000967,0.000645,0.000322,0.000524,0.000752,0.001397,0.000322,0.000322,0.000322,0.000107,0.000215,0.001612,0.00086,0.000537,0.000537,0.000537,0.00043,0.000537,0.000537,0.00043,0.00043,0.000107,5.20E-05,0.000322,0.000537,0.00015,0.000367,0.000322,0.000107,0.001686,0.000215,0.000322,0.000119,0.000681,0.000537,0.000535,0.001006,4.40E-05,0.000322,0.000322,0.000157,0.000107,0.00043,0.000322,0.003761,0.000166,0.000107,0.000875,0.000875,0.000847,7.60E-05,0.000107,0.000107,0.000141,7.60E-05,0.003236,5.20E-05,0.00193,0.003149,0.000215,0.000107,0.001772,0.000107,3.90E-05,0.002685,0.001823,3.90E-05,0.001668,0.002527,0.002527,0.002799,0.000141,0,0.000157,0,5.20E-05,0.000166,0.000604,unsucc
